服务器输出文件名	config_buff_effect.xml	根名称	ability	0	0	0	0		0		0	0																																												
客户端输出文件名	config_buff_effect.xml	项名称	root																																																					
buff ID	buff名称	中断or不中断	是否瞬时	是否可逆	是否可叠加	是否下线保存	持续时间(单位:秒)	 有效人数	效果1	优先级	出现概率	作用对象类型	作用范围	距离（单位：米）	角度	参数值	时间点	效果2	优先级	出现概率	作用对象类型	作用范围	距离（单位：米）	角度	参数值	时间点	效果3	优先级	出现概率	作用对象类型	作用范围	距离（单位：米）	角度	参数值	时间点	效果4	优先级	出现概率	作用对象类型	作用范围	距离（单位：米）	角度	参数值	时间点	效果5	优先级	出现概率	作用对象类型	作用范围	距离（单位：米）	角度	参数值	时间点			
351	mojiao_skill02_lv21	0	0	1	0	0	2	3	1	1	0	4	2	90000	0.525	147	0	2	4	0	4	1	90000	0.525	147	1	34	0	0	4	1	90000	0.525	147	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
352	mojiao_skill02_lv22	0	0	1	0	0	2	3	1	1	0	4	2	90000	0.525	150	0	2	4	0	4	1	90000	0.525	150	1	34	0	0	4	1	90000	0.525	150	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
353	mojiao_skill02_lv23	0	0	1	0	0	2	3	1	1	0	4	2	90000	0.525	153	0	2	4	0	4	1	90000	0.525	153	1	34	0	0	4	1	90000	0.525	153	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
354	mojiao_skill02_lv24	0	0	1	0	0	2	3	1	1	0	4	2	90000	0.525	156	0	2	4	0	4	1	90000	0.525	156	1	34	0	0	4	1	90000	0.525	156	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
355	mojiao_skill02_lv25	0	0	1	0	0	2	3	1	1	0	4	2	90000	0.525	159	0	2	4	0	4	1	90000	0.525	159	1	34	0	0	4	1	90000	0.525	159	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
356	mojiao_skill02_lv26	0	0	1	0	0	2	3	1	1	0	4	2	90000	0.525	162	0	2	4	0	4	1	90000	0.525	162	1	34	0	0	4	1	90000	0.525	162	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
357	mojiao_skill02_lv27	0	0	1	0	0	2	3	1	1	0	4	2	90000	0.525	165	0	2	4	0	4	1	90000	0.525	165	1	34	0	0	4	1	90000	0.525	165	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
358	mojiao_skill02_lv28	0	0	1	0	0	2	3	1	1	0	4	2	90000	0.525	168	0	2	4	0	4	1	90000	0.525	168	1	34	0	0	4	1	90000	0.525	168	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
359	mojiao_skill02_lv29	0	0	1	0	0	2	3	1	1	0	4	2	90000	0.525	171	0	2	4	0	4	1	90000	0.525	171	1	34	0	0	4	1	90000	0.525	171	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
360	mojiao_skill02_lv30	0	0	1	0	0	2	3	1	1	0	4	2	90000	0.525	174	0	2	4	0	4	1	90000	0.525	174	1	34	0	0	4	1	90000	0.525	174	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
361	mojiao_skill03_lv1	0	0	1	0	0	1	3	9	0	0	4	1	90000	0.525	100	0	34	0	0	4	1	90000	0.525	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
362	mojiao_skill03_lv2	0	0	1	0	0	1	3	9	0	0	4	1	90000	0.525	102	0	34	0	0	4	1	90000	0.525	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
363	mojiao_skill03_lv3	0	0	1	0	0	1	3	9	0	0	4	1	90000	0.525	104	0	34	0	0	4	1	90000	0.525	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
364	mojiao_skill03_lv4	0	0	1	0	0	1	3	9	0	0	4	1	90000	0.525	106	0	34	0	0	4	1	90000	0.525	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
365	mojiao_skill03_lv5	0	0	1	0	0	1	3	9	0	0	4	1	90000	0.525	108	0	34	0	0	4	1	90000	0.525	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
366	mojiao_skill03_lv6	0	0	1	0	0	1	3	9	0	0	4	1	90000	0.525	110	0	34	0	0	4	1	90000	0.525	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
367	mojiao_skill03_lv7	0	0	1	0	0	1	3	9	0	0	4	1	90000	0.525	112	0	34	0	0	4	1	90000	0.525	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
368	mojiao_skill03_lv8	0	0	1	0	0	1	3	9	0	0	4	1	90000	0.525	114	0	34	0	0	4	1	90000	0.525	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
369	mojiao_skill03_lv9	0	0	1	0	0	1	3	9	0	0	4	1	90000	0.525	116	0	34	0	0	4	1	90000	0.525	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
370	mojiao_skill03_lv10	0	0	1	0	0	1	3	9	0	0	4	1	90000	0.525	118	0	34	0	0	4	1	90000	0.525	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
371	mojiao_skill03_lv11	0	0	1	0	0	1	3	9	0	0	4	1	90000	0.525	120	0	34	0	0	4	1	90000	0.525	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
372	mojiao_skill03_lv12	0	0	1	0	0	1	3	9	0	0	4	1	90000	0.525	122	0	34	0	0	4	1	90000	0.525	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
373	mojiao_skill03_lv13	0	0	1	0	0	1	3	9	0	0	4	1	90000	0.525	124	0	34	0	0	4	1	90000	0.525	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
374	mojiao_skill03_lv14	0	0	1	0	0	1	3	9	0	0	4	1	90000	0.525	126	0	34	0	0	4	1	90000	0.525	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
375	mojiao_skill03_lv15	0	0	1	0	0	1	3	9	0	0	4	1	90000	0.525	129	0	34	0	0	4	1	90000	0.525	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
376	mojiao_skill03_lv16	0	0	1	0	0	1	3	9	0	0	4	1	90000	0.525	132	0	34	0	0	4	1	90000	0.525	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
377	mojiao_skill03_lv17	0	0	1	0	0	1	3	9	0	0	4	1	90000	0.525	135	0	34	0	0	4	1	90000	0.525	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
378	mojiao_skill03_lv18	0	0	1	0	0	1	3	9	0	0	4	1	90000	0.525	138	0	34	0	0	4	1	90000	0.525	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
379	mojiao_skill03_lv19	0	0	1	0	0	1	3	9	0	0	4	1	90000	0.525	141	0	34	0	0	4	1	90000	0.525	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
380	mojiao_skill03_lv20	0	0	1	0	0	1	3	9	0	0	4	1	90000	0.525	144	0	34	0	0	4	1	90000	0.525	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
381	mojiao_skill03_lv21	0	0	1	0	0	1	3	9	0	0	4	1	90000	0.525	147	0	34	0	0	4	1	90000	0.525	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
382	mojiao_skill03_lv22	0	0	1	0	0	1	3	9	0	0	4	1	90000	0.525	150	0	34	0	0	4	1	90000	0.525	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
383	mojiao_skill03_lv23	0	0	1	0	0	1	3	9	0	0	4	1	90000	0.525	153	0	34	0	0	4	1	90000	0.525	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
384	mojiao_skill03_lv24	0	0	1	0	0	1	3	9	0	0	4	1	90000	0.525	156	0	34	0	0	4	1	90000	0.525	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
385	mojiao_skill03_lv25	0	0	1	0	0	1	3	9	0	0	4	1	90000	0.525	159	0	34	0	0	4	1	90000	0.525	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
386	mojiao_skill03_lv26	0	0	1	0	0	1	3	9	0	0	4	1	90000	0.525	162	0	34	0	0	4	1	90000	0.525	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
387	mojiao_skill03_lv27	0	0	1	0	0	1	3	9	0	0	4	1	90000	0.525	165	0	34	0	0	4	1	90000	0.525	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
388	mojiao_skill03_lv28	0	0	1	0	0	1	3	9	0	0	4	1	90000	0.525	168	0	34	0	0	4	1	90000	0.525	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
389	mojiao_skill03_lv29	0	0	1	0	0	1	3	9	0	0	4	1	90000	0.525	171	0	34	0	0	4	1	90000	0.525	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
390	mojiao_skill03_lv30	0	0	1	0	0	1	3	9	0	0	4	1	90000	0.525	174	0	34	0	0	4	1	90000	0.525	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
391	mojiao_skill04_lv1	0	0	1	0	0	1	3	23	0	0	1	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
392	mojiao_skill04_lv2	0	0	1	0	0	1	3	23	0	0	1	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
393	mojiao_skill04_lv3	0	0	1	0	0	1	3	23	0	0	1	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
394	mojiao_skill04_lv4	0	0	1	0	0	1	3	23	0	0	1	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
395	mojiao_skill04_lv5	0	0	1	0	0	1	3	23	0	0	1	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
396	mojiao_skill04_lv6	0	0	1	0	0	1	3	23	0	0	1	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
397	mojiao_skill04_lv7	0	0	1	0	0	1	3	23	0	0	1	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
398	mojiao_skill04_lv8	0	0	1	0	0	1	3	23	0	0	1	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
399	mojiao_skill04_lv9	0	0	1	0	0	1	3	23	0	0	1	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
400	mojiao_skill04_lv10	0	0	1	0	0	1	3	23	0	0	1	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
401	mojiao_skill04_lv11	0	0	1	0	0	1	3	23	0	0	1	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
402	mojiao_skill04_lv12	0	0	1	0	0	1	3	23	0	0	1	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
403	mojiao_skill04_lv13	0	0	1	0	0	1	3	23	0	0	1	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
404	mojiao_skill04_lv14	0	0	1	0	0	1	3	23	0	0	1	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
405	mojiao_skill04_lv15	0	0	1	0	0	1	3	23	0	0	1	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
406	mojiao_skill04_lv16	0	0	1	0	0	1	3	23	0	0	1	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
407	mojiao_skill04_lv17	0	0	1	0	0	1	3	23	0	0	1	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
408	mojiao_skill04_lv18	0	0	1	0	0	1	3	23	0	0	1	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
409	mojiao_skill04_lv19	0	0	1	0	0	1	3	23	0	0	1	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
410	mojiao_skill04_lv20	0	0	1	0	0	1	3	23	0	0	1	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
411	mojiao_skill04_lv21	0	0	1	0	0	1	3	23	0	0	1	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
412	mojiao_skill04_lv22	0	0	1	0	0	1	3	23	0	0	1	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
413	mojiao_skill04_lv23	0	0	1	0	0	1	3	23	0	0	1	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
414	mojiao_skill04_lv24	0	0	1	0	0	1	3	23	0	0	1	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
415	mojiao_skill04_lv25	0	0	1	0	0	1	3	23	0	0	1	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
416	mojiao_skill04_lv26	0	0	1	0	0	1	3	23	0	0	1	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
417	mojiao_skill04_lv27	0	0	1	0	0	1	3	23	0	0	1	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
418	mojiao_skill04_lv28	0	0	1	0	0	1	3	23	0	0	1	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
419	mojiao_skill04_lv29	0	0	1	0	0	1	3	23	0	0	1	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
420	mojiao_skill04_lv30	0	0	1	0	0	1	3	23	0	0	1	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
421	mojiao_skill05_lv1	0	1	0	1	0	2	3	12	0	0	4	1	250000	0.525	10000	0	1	1	0	4	1	40000	0.525	100	1	34	0	0	4	1	40000	0.525	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
422	mojiao_skill05_lv2	0	1	0	1	0	2	3	12	0	0	4	1	250000	0.525	10200	0	1	1	0	4	1	40000	0.525	102	1	34	0	0	4	1	40000	0.525	102	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
423	mojiao_skill05_lv3	0	1	0	1	0	2	3	12	0	0	4	1	250000	0.525	10400	0	1	1	0	4	1	40000	0.525	104	1	34	0	0	4	1	40000	0.525	104	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
424	mojiao_skill05_lv4	0	1	0	1	0	2	3	12	0	0	4	1	250000	0.525	10600	0	1	1	0	4	1	40000	0.525	106	1	34	0	0	4	1	40000	0.525	106	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
425	mojiao_skill05_lv5	0	1	0	1	0	2	3	12	0	0	4	1	250000	0.525	10800	0	1	1	0	4	1	40000	0.525	108	1	34	0	0	4	1	40000	0.525	108	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
426	mojiao_skill05_lv6	0	1	0	1	0	2	3	12	0	0	4	1	250000	0.525	11000	0	1	1	0	4	1	40000	0.525	110	1	34	0	0	4	1	40000	0.525	110	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
427	mojiao_skill05_lv7	0	1	0	1	0	2	3	12	0	0	4	1	250000	0.525	11200	0	1	1	0	4	1	40000	0.525	112	1	34	0	0	4	1	40000	0.525	112	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
428	mojiao_skill05_lv8	0	1	0	1	0	2	3	12	0	0	4	1	250000	0.525	11400	0	1	1	0	4	1	40000	0.525	114	1	34	0	0	4	1	40000	0.525	114	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
429	mojiao_skill05_lv9	0	1	0	1	0	2	3	12	0	0	4	1	250000	0.525	11600	0	1	1	0	4	1	40000	0.525	116	1	34	0	0	4	1	40000	0.525	116	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
430	mojiao_skill05_lv10	0	1	0	1	0	2	3	12	0	0	4	1	250000	0.525	11800	0	1	1	0	4	1	40000	0.525	118	1	34	0	0	4	1	40000	0.525	118	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
431	mojiao_skill05_lv11	0	1	0	1	0	2	3	12	0	0	4	1	250000	0.525	12000	0	1	1	0	4	1	40000	0.525	120	1	34	0	0	4	1	40000	0.525	120	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
432	mojiao_skill05_lv12	0	1	0	1	0	2	3	12	0	0	4	1	250000	0.525	12200	0	1	1	0	4	1	40000	0.525	122	1	34	0	0	4	1	40000	0.525	122	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
433	mojiao_skill05_lv13	0	1	0	1	0	2	3	12	0	0	4	1	250000	0.525	12400	0	1	1	0	4	1	40000	0.525	124	1	34	0	0	4	1	40000	0.525	124	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
434	mojiao_skill05_lv14	0	1	0	1	0	2	3	12	0	0	4	1	250000	0.525	12600	0	1	1	0	4	1	40000	0.525	126	1	34	0	0	4	1	40000	0.525	126	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
435	mojiao_skill05_lv15	0	1	0	1	0	2	3	12	0	0	4	1	250000	0.525	12900	0	1	1	0	4	1	40000	0.525	129	1	34	0	0	4	1	40000	0.525	129	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
436	mojiao_skill05_lv16	0	1	0	1	0	2	3	12	0	0	4	1	250000	0.525	13200	0	1	1	0	4	1	40000	0.525	132	1	34	0	0	4	1	40000	0.525	132	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
437	mojiao_skill05_lv17	0	1	0	1	0	2	3	12	0	0	4	1	250000	0.525	13500	0	1	1	0	4	1	40000	0.525	135	1	34	0	0	4	1	40000	0.525	135	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
438	mojiao_skill05_lv18	0	1	0	1	0	2	3	12	0	0	4	1	250000	0.525	13800	0	1	1	0	4	1	40000	0.525	138	1	34	0	0	4	1	40000	0.525	138	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
439	mojiao_skill05_lv19	0	1	0	1	0	2	3	12	0	0	4	1	250000	0.525	14100	0	1	1	0	4	1	40000	0.525	141	1	34	0	0	4	1	40000	0.525	141	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
440	mojiao_skill05_lv20	0	1	0	1	0	2	3	12	0	0	4	1	250000	0.525	14400	0	1	1	0	4	1	40000	0.525	144	1	34	0	0	4	1	40000	0.525	144	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
441	mojiao_skill05_lv21	0	1	0	1	0	2	3	12	0	0	4	1	250000	0.525	14700	0	1	1	0	4	1	40000	0.525	147	1	34	0	0	4	1	40000	0.525	147	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
442	mojiao_skill05_lv22	0	1	0	1	0	2	3	12	0	0	4	1	250000	0.525	15000	0	1	1	0	4	1	40000	0.525	150	1	34	0	0	4	1	40000	0.525	150	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
443	mojiao_skill05_lv23	0	1	0	1	0	2	3	12	0	0	4	1	250000	0.525	15300	0	1	1	0	4	1	40000	0.525	153	1	34	0	0	4	1	40000	0.525	153	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
444	mojiao_skill05_lv24	0	1	0	1	0	2	3	12	0	0	4	1	250000	0.525	15600	0	1	1	0	4	1	40000	0.525	156	1	34	0	0	4	1	40000	0.525	156	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
445	mojiao_skill05_lv25	0	1	0	1	0	2	3	12	0	0	4	1	250000	0.525	15900	0	1	1	0	4	1	40000	0.525	159	1	34	0	0	4	1	40000	0.525	159	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
446	mojiao_skill05_lv26	0	1	0	1	0	2	3	12	0	0	4	1	250000	0.525	16200	0	1	1	0	4	1	40000	0.525	162	1	34	0	0	4	1	40000	0.525	162	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
447	mojiao_skill05_lv27	0	1	0	1	0	2	3	12	0	0	4	1	250000	0.525	16500	0	1	1	0	4	1	40000	0.525	165	1	34	0	0	4	1	40000	0.525	165	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
448	mojiao_skill05_lv28	0	1	0	1	0	2	3	12	0	0	4	1	250000	0.525	16800	0	1	1	0	4	1	40000	0.525	168	1	34	0	0	4	1	40000	0.525	168	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
449	mojiao_skill05_lv29	0	1	0	1	0	2	3	12	0	0	4	1	250000	0.525	17100	0	1	1	0	4	1	40000	0.525	171	1	34	0	0	4	1	40000	0.525	171	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
450	mojiao_skill05_lv30	0	1	0	1	0	2	3	12	0	0	4	1	250000	0.525	17400	0	1	1	0	4	1	40000	0.525	174	1	34	0	0	4	1	40000	0.525	174	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
451	mojiao_skill06_lv1	0	0	1	0	0	2	3	1	1	0	4	2	490000	0.525	100	0	1	1	0	4	2	490000	0.525	100	1	34	0	0	4	2	490000	0.525	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
452	mojiao_skill06_lv2	0	0	1	0	0	2	3	1	1	0	4	2	490000	0.525	102	0	1	1	0	4	2	490000	0.525	102	1	34	0	0	4	2	490000	0.525	102	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
453	mojiao_skill06_lv3	0	0	1	0	0	2	3	1	1	0	4	2	490000	0.525	104	0	1	1	0	4	2	490000	0.525	104	1	34	0	0	4	2	490000	0.525	104	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
454	mojiao_skill06_lv4	0	0	1	0	0	2	3	1	1	0	4	2	490000	0.525	106	0	1	1	0	4	2	490000	0.525	106	1	34	0	0	4	2	490000	0.525	106	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
455	mojiao_skill06_lv5	0	0	1	0	0	2	3	1	1	0	4	2	490000	0.525	108	0	1	1	0	4	2	490000	0.525	108	1	34	0	0	4	2	490000	0.525	108	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
456	mojiao_skill06_lv6	0	0	1	0	0	2	3	1	1	0	4	2	490000	0.525	110	0	1	1	0	4	2	490000	0.525	110	1	34	0	0	4	2	490000	0.525	110	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
457	mojiao_skill06_lv7	0	0	1	0	0	2	3	1	1	0	4	2	490000	0.525	112	0	1	1	0	4	2	490000	0.525	112	1	34	0	0	4	2	490000	0.525	112	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
458	mojiao_skill06_lv8	0	0	1	0	0	2	3	1	1	0	4	2	490000	0.525	114	0	1	1	0	4	2	490000	0.525	114	1	34	0	0	4	2	490000	0.525	114	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
