服务器输出文件名	config_skill_effect.xml	根名称	ability																				
客户端输出文件名	config_skill_effect.xml	项名称	root																				
技能ID	下一级技能	前置技能	冷却时间 单位（秒）	buff1	作用对象类型	作用范围	距离（单位：米）	角度	buff2	作用对象	作用范围	W（单位：米）	L（单位：米）	所需消耗怒气	学习消耗	技能书数量	升级消耗类型	升级消耗	角色等级	技能名称	技能描述		
1294	1295	0	3	24	1	0	0	0	0	0	0	0	0	10	222000038	5	12	10	59	[e8956b]棍扫天下[-]	[5b3504]旋转武器并挥出打击对手[2c9450]{23}[-][-]		
1295	1296	0	3	25	1	0	0	0	0	0	0	0	0	10	222000039	5	12	10	59	[e8957b]棍扫天下[-]	[5b3504]旋转武器并挥出打击对手[2c9450]{24}[-][-]		
1296	1297	0	3	26	1	0	0	0	0	0	0	0	0	10	222000040	5	12	10	60	[e8958b]棍扫天下[-]	[5b3504]旋转武器并挥出打击对手[2c9450]{25}[-][-]		
1297	1298	0	3	27	1	0	0	0	0	0	0	0	0	10	222000041	5	12	10	60	[e8959b]棍扫天下[-]	[5b3504]旋转武器并挥出打击对手[2c9450]{26}[-][-]		
1298	1299	0	3	28	1	0	0	0	0	0	0	0	0	10	222000042	5	12	10	60	[e8960b]棍扫天下[-]	[5b3504]旋转武器并挥出打击对手[2c9450]{27}[-][-]		
1299	1300	0	3	29	1	0	0	0	0	0	0	0	0	10	222000043	5	12	10	60	[e8961b]棍扫天下[-]	[5b3504]旋转武器并挥出打击对手[2c9450]{28}[-][-]		
1300	1301	0	3	30	1	0	0	0	0	0	0	0	0	10	222000044	5	12	10	60	[e8962b]棍扫天下[-]	[5b3504]旋转武器并挥出打击对手[2c9450]{29}[-][-]		
1301	1302	0	3	1	1	0	0	0	0	0	0	0	0	10	222000045	5	12	10	1	[e8933b]杀戮风暴[-]	[5b3504]持续用风暴攻击[2c9450]{0}[-]使目标浮空[2c9450]{1}[-][-]		
1302	1303	0	3	2	1	0	0	0	0	0	0	0	0	10	222000046	5	12	10	1	[e8934b]杀戮风暴[-]	[5b3504]持续用风暴攻击[2c9450]{0}[-]使目标浮空[2c9450]{2}[-][-]		
1303	1304	0	3	3	1	0	0	0	0	0	0	0	0	10	222000047	5	12	10	1	[e8935b]杀戮风暴[-]	[5b3504]持续用风暴攻击[2c9450]{0}[-]使目标浮空[2c9450]{3}[-][-]		
1304	1305	0	3	4	1	0	0	0	0	0	0	0	0	10	222000048	5	12	10	1	[e8936b]杀戮风暴[-]	[5b3504]持续用风暴攻击[2c9450]{0}[-]使目标浮空[2c9450]{4}[-][-]		
1305	1306	0	3	5	1	0	0	0	0	0	0	0	0	10	222000049	5	12	10	1	[e8937b]杀戮风暴[-]	[5b3504]持续用风暴攻击[2c9450]{0}[-]使目标浮空[2c9450]{5}[-][-]		
1306	1307	0	3	6	1	0	0	0	0	0	0	0	0	10	222000050	5	12	10	2	[e8938b]杀戮风暴[-]	[5b3504]持续用风暴攻击[2c9450]{0}[-]使目标浮空[2c9450]{6}[-][-]		
1307	1308	0	3	7	1	0	0	0	0	0	0	0	0	10	222000051	5	12	10	2	[e8939b]杀戮风暴[-]	[5b3504]持续用风暴攻击[2c9450]{0}[-]使目标浮空[2c9450]{7}[-][-]		
1308	1309	0	3	8	1	0	0	0	0	0	0	0	0	10	222000052	5	12	10	2	[e8940b]杀戮风暴[-]	[5b3504]持续用风暴攻击[2c9450]{0}[-]使目标浮空[2c9450]{8}[-][-]		
1309	1310	0	3	9	1	0	0	0	0	0	0	0	0	10	222000053	5	12	10	2	[e8941b]杀戮风暴[-]	[5b3504]持续用风暴攻击[2c9450]{0}[-]使目标浮空[2c9450]{9}[-][-]		
1310	1311	0	3	10	1	0	0	0	0	0	0	0	0	10	222000054	5	12	10	2	[e8942b]杀戮风暴[-]	[5b3504]持续用风暴攻击[2c9450]{0}[-]使目标浮空[2c9450]{10}[-][-]		
1311	1312	0	3	11	1	0	0	0	0	0	0	0	0	10	222000055	5	12	10	3	[e8943b]杀戮风暴[-]	[5b3504]持续用风暴攻击[2c9450]{0}[-]使目标浮空[2c9450]{11}[-][-]		
1312	1313	0	3	12	1	0	0	0	0	0	0	0	0	10	222000056	5	12	10	3	[e8944b]杀戮风暴[-]	[5b3504]持续用风暴攻击[2c9450]{0}[-]使目标浮空[2c9450]{12}[-][-]		
1313	1314	0	3	13	1	0	0	0	0	0	0	0	0	10	222000057	5	12	10	3	[e8945b]杀戮风暴[-]	[5b3504]持续用风暴攻击[2c9450]{0}[-]使目标浮空[2c9450]{13}[-][-]		
1314	1315	0	3	14	1	0	0	0	0	0	0	0	0	10	222000058	5	12	10	3	[e8946b]杀戮风暴[-]	[5b3504]持续用风暴攻击[2c9450]{0}[-]使目标浮空[2c9450]{14}[-][-]		
1315	1316	0	3	15	1	0	0	0	0	0	0	0	0	10	222000059	5	12	10	3	[e8947b]杀戮风暴[-]	[5b3504]持续用风暴攻击[2c9450]{0}[-]使目标浮空[2c9450]{15}[-][-]		
1316	1317	0	3	16	1	0	0	0	0	0	0	0	0	10	222000060	5	12	10	4	[e8948b]杀戮风暴[-]	[5b3504]持续用风暴攻击[2c9450]{0}[-]使目标浮空[2c9450]{16}[-][-]		
1317	1318	0	3	17	1	0	0	0	0	0	0	0	0	10	222000061	5	12	10	4	[e8949b]杀戮风暴[-]	[5b3504]持续用风暴攻击[2c9450]{0}[-]使目标浮空[2c9450]{17}[-][-]		
1318	1319	0	3	18	1	0	0	0	0	0	0	0	0	10	222000062	5	12	10	4	[e8950b]杀戮风暴[-]	[5b3504]持续用风暴攻击[2c9450]{0}[-]使目标浮空[2c9450]{18}[-][-]		
1319	1320	0	3	19	1	0	0	0	0	0	0	0	0	10	222000063	5	12	10	4	[e8951b]杀戮风暴[-]	[5b3504]持续用风暴攻击[2c9450]{0}[-]使目标浮空[2c9450]{19}[-][-]		
1320	1321	0	3	20	1	0	0	0	0	0	0	0	0	10	222000064	5	12	10	4	[e8952b]杀戮风暴[-]	[5b3504]持续用风暴攻击[2c9450]{0}[-]使目标浮空[2c9450]{20}[-][-]		
1321	1322	0	3	21	1	0	0	0	0	0	0	0	0	10	222000001	5	12	10	5	[e8953b]杀戮风暴[-]	[5b3504]持续用风暴攻击[2c9450]{0}[-]使目标浮空[2c9450]{21}[-][-]		
1322	1323	0	3	22	1	0	0	0	0	0	0	0	0	10	222000002	5	12	10	5	[e8954b]杀戮风暴[-]	[5b3504]持续用风暴攻击[2c9450]{0}[-]使目标浮空[2c9450]{22}[-][-]		
1323	1324	0	3	23	1	0	0	0	0	0	0	0	0	10	222000003	5	12	10	5	[e8955b]杀戮风暴[-]	[5b3504]持续用风暴攻击[2c9450]{0}[-]使目标浮空[2c9450]{23}[-][-]		
1324	1325	0	3	24	1	0	0	0	0	0	0	0	0	10	222000004	5	12	10	5	[e8956b]杀戮风暴[-]	[5b3504]持续用风暴攻击[2c9450]{0}[-]使目标浮空[2c9450]{24}[-][-]		
1325	1326	0	3	25	1	0	0	0	0	0	0	0	0	10	222000005	5	12	10	5	[e8957b]杀戮风暴[-]	[5b3504]持续用风暴攻击[2c9450]{0}[-]使目标浮空[2c9450]{25}[-][-]		
1326	1327	0	3	26	1	0	0	0	0	0	0	0	0	10	222000006	5	12	10	6	[e8958b]杀戮风暴[-]	[5b3504]持续用风暴攻击[2c9450]{0}[-]使目标浮空[2c9450]{26}[-][-]		
1327	1328	0	3	27	1	0	0	0	0	0	0	0	0	10	222000007	5	12	10	6	[e8959b]杀戮风暴[-]	[5b3504]持续用风暴攻击[2c9450]{0}[-]使目标浮空[2c9450]{27}[-][-]		
1328	1329	0	3	28	1	0	0	0	0	0	0	0	0	10	222000008	5	12	10	6	[e8960b]杀戮风暴[-]	[5b3504]持续用风暴攻击[2c9450]{0}[-]使目标浮空[2c9450]{28}[-][-]		
1329	1330	0	3	29	1	0	0	0	0	0	0	0	0	10	222000009	5	12	10	6	[e8961b]杀戮风暴[-]	[5b3504]持续用风暴攻击[2c9450]{0}[-]使目标浮空[2c9450]{29}[-][-]		
1330	1331	0	3	30	1	0	0	0	0	0	0	0	0	10	222000010	5	12	10	6	[e8962b]杀戮风暴[-]	[5b3504]持续用风暴攻击[2c9450]{0}[-]使目标浮空[2c9450]{30}[-][-]		
1331	1332	0	3	1	1	0	0	0	0	0	0	0	0	10	222000011	5	12	10	7	[e8933b]强力鬼[-]	[5b3504]转身挥出重拳[2c9450]{0}[-]击退敌人[2c9450]{1}[-][-]		
1332	1333	0	3	2	1	0	0	0	0	0	0	0	0	10	222000012	5	12	10	7	[e8934b]强力鬼[-]	[5b3504]转身挥出重拳[2c9450]{0}[-]击退敌人[2c9450]{2}[-][-]		
1333	1334	0	3	3	1	0	0	0	0	0	0	0	0	10	222000013	5	12	10	7	[e8935b]强力鬼[-]	[5b3504]转身挥出重拳[2c9450]{0}[-]击退敌人[2c9450]{3}[-][-]		
1334	1335	0	3	4	1	0	0	0	0	0	0	0	0	10	222000014	5	12	10	7	[e8936b]强力鬼[-]	[5b3504]转身挥出重拳[2c9450]{0}[-]击退敌人[2c9450]{4}[-][-]		
1335	1336	0	3	5	1	0	0	0	0	0	0	0	0	10	222000015	5	12	10	7	[e8937b]强力鬼[-]	[5b3504]转身挥出重拳[2c9450]{0}[-]击退敌人[2c9450]{5}[-][-]		
1336	1337	0	3	6	1	0	0	0	0	0	0	0	0	10	222000016	5	12	10	8	[e8938b]强力鬼[-]	[5b3504]转身挥出重拳[2c9450]{0}[-]击退敌人[2c9450]{6}[-][-]		
1337	1338	0	3	7	1	0	0	0	0	0	0	0	0	10	222000017	5	12	10	8	[e8939b]强力鬼[-]	[5b3504]转身挥出重拳[2c9450]{0}[-]击退敌人[2c9450]{7}[-][-]		
1338	1339	0	3	8	1	0	0	0	0	0	0	0	0	10	222000018	5	12	10	8	[e8940b]强力鬼[-]	[5b3504]转身挥出重拳[2c9450]{0}[-]击退敌人[2c9450]{8}[-][-]		
1339	1340	0	3	9	1	0	0	0	0	0	0	0	0	10	222000019	5	12	10	8	[e8941b]强力鬼[-]	[5b3504]转身挥出重拳[2c9450]{0}[-]击退敌人[2c9450]{9}[-][-]		
1340	1341	0	3	10	1	0	0	0	0	0	0	0	0	10	222000020	5	12	10	8	[e8942b]强力鬼[-]	[5b3504]转身挥出重拳[2c9450]{0}[-]击退敌人[2c9450]{10}[-][-]		
1341	1342	0	3	11	1	0	0	0	0	0	0	0	0	10	222000021	5	12	10	9	[e8943b]强力鬼[-]	[5b3504]转身挥出重拳[2c9450]{0}[-]击退敌人[2c9450]{11}[-][-]		
1342	1343	0	3	12	1	0	0	0	0	0	0	0	0	10	222000022	5	12	10	9	[e8944b]强力鬼[-]	[5b3504]转身挥出重拳[2c9450]{0}[-]击退敌人[2c9450]{12}[-][-]		
1343	1344	0	3	13	1	0	0	0	0	0	0	0	0	10	222000023	5	12	10	9	[e8945b]强力鬼[-]	[5b3504]转身挥出重拳[2c9450]{0}[-]击退敌人[2c9450]{13}[-][-]		
1344	1345	0	3	14	1	0	0	0	0	0	0	0	0	10	222000024	5	12	10	9	[e8946b]强力鬼[-]	[5b3504]转身挥出重拳[2c9450]{0}[-]击退敌人[2c9450]{14}[-][-]		
1345	1346	0	3	15	1	0	0	0	0	0	0	0	0	10	222000025	5	12	10	9	[e8947b]强力鬼[-]	[5b3504]转身挥出重拳[2c9450]{0}[-]击退敌人[2c9450]{15}[-][-]		
1346	1347	0	3	16	1	0	0	0	0	0	0	0	0	10	222000026	5	12	10	10	[e8948b]强力鬼[-]	[5b3504]转身挥出重拳[2c9450]{0}[-]击退敌人[2c9450]{16}[-][-]		
1347	1348	0	3	17	1	0	0	0	0	0	0	0	0	10	222000027	5	12	10	10	[e8949b]强力鬼[-]	[5b3504]转身挥出重拳[2c9450]{0}[-]击退敌人[2c9450]{17}[-][-]		
1348	1349	0	3	18	1	0	0	0	0	0	0	0	0	10	222000028	5	12	10	10	[e8950b]强力鬼[-]	[5b3504]转身挥出重拳[2c9450]{0}[-]击退敌人[2c9450]{18}[-][-]		
1349	1350	0	3	19	1	0	0	0	0	0	0	0	0	10	222000029	5	12	10	10	[e8951b]强力鬼[-]	[5b3504]转身挥出重拳[2c9450]{0}[-]击退敌人[2c9450]{19}[-][-]		
1350	1351	0	3	20	1	0	0	0	0	0	0	0	0	10	222000030	5	12	10	10	[e8952b]强力鬼[-]	[5b3504]转身挥出重拳[2c9450]{0}[-]击退敌人[2c9450]{20}[-][-]		
1351	1352	0	3	21	1	0	0	0	0	0	0	0	0	10	222000031	5	12	10	11	[e8953b]强力鬼[-]	[5b3504]转身挥出重拳[2c9450]{0}[-]击退敌人[2c9450]{21}[-][-]		
1352	1353	0	3	22	1	0	0	0	0	0	0	0	0	10	222000032	5	12	10	11	[e8954b]强力鬼[-]	[5b3504]转身挥出重拳[2c9450]{0}[-]击退敌人[2c9450]{22}[-][-]		
1353	1354	0	3	23	1	0	0	0	0	0	0	0	0	10	222000033	5	12	10	11	[e8955b]强力鬼[-]	[5b3504]转身挥出重拳[2c9450]{0}[-]击退敌人[2c9450]{23}[-][-]		
1354	1355	0	3	24	1	0	0	0	0	0	0	0	0	10	222000034	5	12	10	11	[e8956b]强力鬼[-]	[5b3504]转身挥出重拳[2c9450]{0}[-]击退敌人[2c9450]{24}[-][-]		
1355	1356	0	3	25	1	0	0	0	0	0	0	0	0	10	222000035	5	12	10	11	[e8957b]强力鬼[-]	[5b3504]转身挥出重拳[2c9450]{0}[-]击退敌人[2c9450]{25}[-][-]		
1356	1357	0	3	26	1	0	0	0	0	0	0	0	0	10	222000036	5	12	10	12	[e8958b]强力鬼[-]	[5b3504]转身挥出重拳[2c9450]{0}[-]击退敌人[2c9450]{26}[-][-]		
1357	1358	0	3	27	1	0	0	0	0	0	0	0	0	10	222000037	5	12	10	12	[e8959b]强力鬼[-]	[5b3504]转身挥出重拳[2c9450]{0}[-]击退敌人[2c9450]{27}[-][-]		
1358	1359	0	3	28	1	0	0	0	0	0	0	0	0	10	222000038	5	12	10	12	[e8960b]强力鬼[-]	[5b3504]转身挥出重拳[2c9450]{0}[-]击退敌人[2c9450]{28}[-][-]		
1359	1360	0	3	29	1	0	0	0	0	0	0	0	0	10	222000039	5	12	10	12	[e8961b]强力鬼[-]	[5b3504]转身挥出重拳[2c9450]{0}[-]击退敌人[2c9450]{29}[-][-]		
1360	1361	0	3	30	1	0	0	0	0	0	0	0	0	10	222000040	5	12	10	12	[e8962b]强力鬼[-]	[5b3504]转身挥出重拳[2c9450]{0}[-]击退敌人[2c9450]{30}[-][-]		
1361	1362	0	3	1	1	0	0	0	0	0	0	0	0	10	222000041	5	12	10	13	[e8933b]眩之拳[-]	[5b3504]重击敌人照成伤害[2c9450]{0}[-]击晕敌人[2c9450]{1}[-][-]		
1362	1363	0	3	2	1	0	0	0	0	0	0	0	0	10	222000042	5	12	10	13	[e8934b]眩之拳[-]	[5b3504]重击敌人照成伤害[2c9450]{0}[-]击晕敌人[2c9450]{2}[-][-]		
1363	1364	0	3	3	1	0	0	0	0	0	0	0	0	10	222000043	5	12	10	13	[e8935b]眩之拳[-]	[5b3504]重击敌人照成伤害[2c9450]{0}[-]击晕敌人[2c9450]{3}[-][-]		
1364	1365	0	3	4	1	0	0	0	0	0	0	0	0	10	222000044	5	12	10	13	[e8936b]眩之拳[-]	[5b3504]重击敌人照成伤害[2c9450]{0}[-]击晕敌人[2c9450]{4}[-][-]		
1365	1366	0	3	5	1	0	0	0	0	0	0	0	0	10	222000045	5	12	10	13	[e8937b]眩之拳[-]	[5b3504]重击敌人照成伤害[2c9450]{0}[-]击晕敌人[2c9450]{5}[-][-]		
1366	1367	0	3	6	1	0	0	0	0	0	0	0	0	10	222000046	5	12	10	14	[e8938b]眩之拳[-]	[5b3504]重击敌人照成伤害[2c9450]{0}[-]击晕敌人[2c9450]{6}[-][-]		
1367	1368	0	3	7	1	0	0	0	0	0	0	0	0	10	222000047	5	12	10	14	[e8939b]眩之拳[-]	[5b3504]重击敌人照成伤害[2c9450]{0}[-]击晕敌人[2c9450]{7}[-][-]		
1368	1369	0	3	8	1	0	0	0	0	0	0	0	0	10	222000048	5	12	10	14	[e8940b]眩之拳[-]	[5b3504]重击敌人照成伤害[2c9450]{0}[-]击晕敌人[2c9450]{8}[-][-]		
1369	1370	0	3	9	1	0	0	0	0	0	0	0	0	10	222000049	5	12	10	14	[e8941b]眩之拳[-]	[5b3504]重击敌人照成伤害[2c9450]{0}[-]击晕敌人[2c9450]{9}[-][-]		
1370	1371	0	3	10	1	0	0	0	0	0	0	0	0	10	222000050	5	12	10	14	[e8942b]眩之拳[-]	[5b3504]重击敌人照成伤害[2c9450]{0}[-]击晕敌人[2c9450]{10}[-][-]		
1371	1372	0	3	11	1	0	0	0	0	0	0	0	0	10	222000051	5	12	10	15	[e8943b]眩之拳[-]	[5b3504]重击敌人照成伤害[2c9450]{0}[-]击晕敌人[2c9450]{11}[-][-]		
1372	1373	0	3	12	1	0	0	0	0	0	0	0	0	10	222000052	5	12	10	15	[e8944b]眩之拳[-]	[5b3504]重击敌人照成伤害[2c9450]{0}[-]击晕敌人[2c9450]{12}[-][-]		
1373	1374	0	3	13	1	0	0	0	0	0	0	0	0	10	222000053	5	12	10	15	[e8945b]眩之拳[-]	[5b3504]重击敌人照成伤害[2c9450]{0}[-]击晕敌人[2c9450]{13}[-][-]		
1374	1375	0	3	14	1	0	0	0	0	0	0	0	0	10	222000054	5	12	10	15	[e8946b]眩之拳[-]	[5b3504]重击敌人照成伤害[2c9450]{0}[-]击晕敌人[2c9450]{14}[-][-]		
1375	1376	0	3	15	1	0	0	0	0	0	0	0	0	10	222000055	5	12	10	15	[e8947b]眩之拳[-]	[5b3504]重击敌人照成伤害[2c9450]{0}[-]击晕敌人[2c9450]{15}[-][-]		
1376	1377	0	3	16	1	0	0	0	0	0	0	0	0	10	222000056	5	12	10	16	[e8948b]眩之拳[-]	[5b3504]重击敌人照成伤害[2c9450]{0}[-]击晕敌人[2c9450]{16}[-][-]		
1377	1378	0	3	17	1	0	0	0	0	0	0	0	0	10	222000057	5	12	10	16	[e8949b]眩之拳[-]	[5b3504]重击敌人照成伤害[2c9450]{0}[-]击晕敌人[2c9450]{17}[-][-]		
1378	1379	0	3	18	1	0	0	0	0	0	0	0	0	10	222000058	5	12	10	16	[e8950b]眩之拳[-]	[5b3504]重击敌人照成伤害[2c9450]{0}[-]击晕敌人[2c9450]{18}[-][-]		
1379	1380	0	3	19	1	0	0	0	0	0	0	0	0	10	222000059	5	12	10	16	[e8951b]眩之拳[-]	[5b3504]重击敌人照成伤害[2c9450]{0}[-]击晕敌人[2c9450]{19}[-][-]		
1380	1381	0	3	20	1	0	0	0	0	0	0	0	0	10	222000060	5	12	10	16	[e8952b]眩之拳[-]	[5b3504]重击敌人照成伤害[2c9450]{0}[-]击晕敌人[2c9450]{20}[-][-]		
1381	1382	0	3	21	1	0	0	0	0	0	0	0	0	10	222000061	5	12	10	17	[e8953b]眩之拳[-]	[5b3504]重击敌人照成伤害[2c9450]{0}[-]击晕敌人[2c9450]{21}[-][-]		
1382	1383	0	3	22	1	0	0	0	0	0	0	0	0	10	222000062	5	12	10	17	[e8954b]眩之拳[-]	[5b3504]重击敌人照成伤害[2c9450]{0}[-]击晕敌人[2c9450]{22}[-][-]		
1383	1384	0	3	23	1	0	0	0	0	0	0	0	0	10	222000063	5	12	10	17	[e8955b]眩之拳[-]	[5b3504]重击敌人照成伤害[2c9450]{0}[-]击晕敌人[2c9450]{23}[-][-]		
1384	1385	0	3	24	1	0	0	0	0	0	0	0	0	10	222000064	5	12	10	17	[e8956b]眩之拳[-]	[5b3504]重击敌人照成伤害[2c9450]{0}[-]击晕敌人[2c9450]{24}[-][-]		
1385	1386	0	3	25	1	0	0	0	0	0	0	0	0	10	222000001	5	12	10	17	[e8957b]眩之拳[-]	[5b3504]重击敌人照成伤害[2c9450]{0}[-]击晕敌人[2c9450]{25}[-][-]		
1386	1387	0	3	26	1	0	0	0	0	0	0	0	0	10	222000002	5	12	10	18	[e8958b]眩之拳[-]	[5b3504]重击敌人照成伤害[2c9450]{0}[-]击晕敌人[2c9450]{26}[-][-]		
1387	1388	0	3	27	1	0	0	0	0	0	0	0	0	10	222000003	5	12	10	18	[e8959b]眩之拳[-]	[5b3504]重击敌人照成伤害[2c9450]{0}[-]击晕敌人[2c9450]{27}[-][-]		
1388	1389	0	3	28	1	0	0	0	0	0	0	0	0	10	222000004	5	12	10	18	[e8960b]眩之拳[-]	[5b3504]重击敌人照成伤害[2c9450]{0}[-]击晕敌人[2c9450]{28}[-][-]		
1389	1390	0	3	29	1	0	0	0	0	0	0	0	0	10	222000005	5	12	10	18	[e8961b]眩之拳[-]	[5b3504]重击敌人照成伤害[2c9450]{0}[-]击晕敌人[2c9450]{29}[-][-]		
1390	1391	0	3	30	1	0	0	0	0	0	0	0	0	10	222000006	5	12	10	18	[e8962b]眩之拳[-]	[5b3504]重击敌人照成伤害[2c9450]{0}[-]击晕敌人[2c9450]{30}[-][-]		
1391	1392	0	3	1	1	0	0	0	0	0	0	0	0	10	222000007	5	12	10	19	[e8933b]BUFF动作-魔王[-]	[5b3504]]增加自身暴击率[-]		
1392	1393	0	3	2	1	0	0	0	0	0	0	0	0	10	222000008	5	12	10	19	[e8934b]BUFF动作-魔王[-]	[5b3505]]增加自身暴击率[-]		
1393	1394	0	3	3	1	0	0	0	0	0	0	0	0	10	222000009	5	12	10	19	[e8935b]BUFF动作-魔王[-]	[5b3506]]增加自身暴击率[-]		
1394	1395	0	3	4	1	0	0	0	0	0	0	0	0	10	222000010	5	12	10	19	[e8936b]BUFF动作-魔王[-]	[5b3507]]增加自身暴击率[-]		
1395	1396	0	3	5	1	0	0	0	0	0	0	0	0	10	222000011	5	12	10	19	[e8937b]BUFF动作-魔王[-]	[5b3508]]增加自身暴击率[-]		
1396	1397	0	3	6	1	0	0	0	0	0	0	0	0	10	222000012	5	12	10	20	[e8938b]BUFF动作-魔王[-]	[5b3509]]增加自身暴击率[-]		
1397	1398	0	3	7	1	0	0	0	0	0	0	0	0	10	222000013	5	12	10	20	[e8939b]BUFF动作-魔王[-]	[5b3510]]增加自身暴击率[-]		
1398	1399	0	3	8	1	0	0	0	0	0	0	0	0	10	222000014	5	12	10	20	[e8940b]BUFF动作-魔王[-]	[5b3511]]增加自身暴击率[-]		
1399	1400	0	3	9	1	0	0	0	0	0	0	0	0	10	222000015	5	12	10	20	[e8941b]BUFF动作-魔王[-]	[5b3512]]增加自身暴击率[-]		
1400	1401	0	3	10	1	0	0	0	0	0	0	0	0	10	222000016	5	12	10	20	[e8942b]BUFF动作-魔王[-]	[5b3513]]增加自身暴击率[-]		
1401	1402	0	3	11	1	0	0	0	0	0	0	0	0	10	222000017	5	12	10	21	[e8943b]BUFF动作-魔王[-]	[5b3514]]增加自身暴击率[-]		
1402	1403	0	3	12	1	0	0	0	0	0	0	0	0	10	222000018	5	12	10	21	[e8944b]BUFF动作-魔王[-]	[5b3515]]增加自身暴击率[-]		
1403	1404	0	3	13	1	0	0	0	0	0	0	0	0	10	222000019	5	12	10	21	[e8945b]BUFF动作-魔王[-]	[5b3516]]增加自身暴击率[-]		
1404	1405	0	3	14	1	0	0	0	0	0	0	0	0	10	222000020	5	12	10	21	[e8946b]BUFF动作-魔王[-]	[5b3517]]增加自身暴击率[-]		
1405	1406	0	3	15	1	0	0	0	0	0	0	0	0	10	222000021	5	12	10	21	[e8947b]BUFF动作-魔王[-]	[5b3518]]增加自身暴击率[-]		
1406	1407	0	3	16	1	0	0	0	0	0	0	0	0	10	222000022	5	12	10	22	[e8948b]BUFF动作-魔王[-]	[5b3519]]增加自身暴击率[-]		
1407	1408	0	3	17	1	0	0	0	0	0	0	0	0	10	222000023	5	12	10	22	[e8949b]BUFF动作-魔王[-]	[5b3520]]增加自身暴击率[-]		
1408	1409	0	3	18	1	0	0	0	0	0	0	0	0	10	222000024	5	12	10	22	[e8950b]BUFF动作-魔王[-]	[5b3521]]增加自身暴击率[-]		
1409	1410	0	3	19	1	0	0	0	0	0	0	0	0	10	222000025	5	12	10	22	[e8951b]BUFF动作-魔王[-]	[5b3522]]增加自身暴击率[-]		
1410	1411	0	3	20	1	0	0	0	0	0	0	0	0	10	222000026	5	12	10	22	[e8952b]BUFF动作-魔王[-]	[5b3523]]增加自身暴击率[-]		
1411	1412	0	3	21	1	0	0	0	0	0	0	0	0	10	222000027	5	12	10	23	[e8953b]BUFF动作-魔王[-]	[5b3524]]增加自身暴击率[-]		
1412	1413	0	3	22	1	0	0	0	0	0	0	0	0	10	222000028	5	12	10	23	[e8954b]BUFF动作-魔王[-]	[5b3525]]增加自身暴击率[-]		
1413	1414	0	3	23	1	0	0	0	0	0	0	0	0	10	222000029	5	12	10	23	[e8955b]BUFF动作-魔王[-]	[5b3526]]增加自身暴击率[-]		
1414	1415	0	3	24	1	0	0	0	0	0	0	0	0	10	222000030	5	12	10	23	[e8956b]BUFF动作-魔王[-]	[5b3527]]增加自身暴击率[-]		
1415	1416	0	3	25	1	0	0	0	0	0	0	0	0	10	222000031	5	12	10	23	[e8957b]BUFF动作-魔王[-]	[5b3528]]增加自身暴击率[-]		
1416	1417	0	3	26	1	0	0	0	0	0	0	0	0	10	222000032	5	12	10	24	[e8958b]BUFF动作-魔王[-]	[5b3529]]增加自身暴击率[-]		
1417	1418	0	3	27	1	0	0	0	0	0	0	0	0	10	222000033	5	12	10	24	[e8959b]BUFF动作-魔王[-]	[5b3530]]增加自身暴击率[-]		
1418	1419	0	3	28	1	0	0	0	0	0	0	0	0	10	222000034	5	12	10	24	[e8960b]BUFF动作-魔王[-]	[5b3531]]增加自身暴击率[-]		
1419	1420	0	3	29	1	0	0	0	0	0	0	0	0	10	222000035	5	12	10	24	[e8961b]BUFF动作-魔王[-]	[5b3532]]增加自身暴击率[-]		
1420	1421	0	3	30	1	0	0	0	0	0	0	0	0	10	222000036	5	12	10	24	[e8962b]BUFF动作-魔王[-]	[5b3533]]增加自身暴击率[-]		
1421	1422	0	3	1	1	0	0	0	0	0	0	0	0	10	222000037	5	12	10	25	[e8933b]影之舞[-]	[5b3504]拉住敌人对其照成伤害[2c9450]{0}[-][-]		
1422	1423	0	3	2	1	0	0	0	0	0	0	0	0	10	222000038	5	12	10	25	[e8934b]影之舞[-]	[5b3504]拉住敌人对其照成伤害[2c9450]{1}[-][-]		
1423	1424	0	3	3	1	0	0	0	0	0	0	0	0	10	222000039	5	12	10	25	[e8935b]影之舞[-]	[5b3504]拉住敌人对其照成伤害[2c9450]{2}[-][-]		
1424	1425	0	3	4	1	0	0	0	0	0	0	0	0	10	222000040	5	12	10	25	[e8936b]影之舞[-]	[5b3504]拉住敌人对其照成伤害[2c9450]{3}[-][-]		
1425	1426	0	3	5	1	0	0	0	0	0	0	0	0	10	222000041	5	12	10	25	[e8937b]影之舞[-]	[5b3504]拉住敌人对其照成伤害[2c9450]{4}[-][-]		
1426	1427	0	3	6	1	0	0	0	0	0	0	0	0	10	222000042	5	12	10	26	[e8938b]影之舞[-]	[5b3504]拉住敌人对其照成伤害[2c9450]{5}[-][-]		
1427	1428	0	3	7	1	0	0	0	0	0	0	0	0	10	222000043	5	12	10	26	[e8939b]影之舞[-]	[5b3504]拉住敌人对其照成伤害[2c9450]{6}[-][-]		
1428	1429	0	3	8	1	0	0	0	0	0	0	0	0	10	222000044	5	12	10	26	[e8940b]影之舞[-]	[5b3504]拉住敌人对其照成伤害[2c9450]{7}[-][-]		
1429	1430	0	3	9	1	0	0	0	0	0	0	0	0	10	222000045	5	12	10	26	[e8941b]影之舞[-]	[5b3504]拉住敌人对其照成伤害[2c9450]{8}[-][-]		
