服务器输出文件名	config_skill_level.xml	根名称	ability															
客户端输出文件名	config_skill_level.xml	项名称	skill_level															
uint16序列ID	uint8技能ID	uint8技能等级	uint16升级所需要角色等级	uint32升级所需金币	uint16升级所需技能点	uint32触发所需要的怒气	技能触发概率	效果0加成	持续时间	技能触发概率	效果1加成（千分之几）	持续时间	技能触发概率	效果2加成（千分之几）	持续时间	技能触发概率	效果3加成（千分之几）	持续时间
1803	18	3	10	300	150	10	100	120	0	0	0	0	0	0	0	0	0	0
1804	18	4	15	400	200	10	100	130	0	0	0	0	0	0	0	0	0	0
1805	18	5	20	500	250	10	100	140	0	0	0	0	0	0	0	0	0	0
1806	18	6	25	600	300	10	100	150	0	0	0	0	0	0	0	0	0	0
1807	18	7	30	700	350	10	100	160	0	0	0	0	0	0	0	0	0	0
1808	18	8	35	800	400	10	100	170	0	0	0	0	0	0	0	0	0	0
1809	18	9	40	900	450	10	100	180	0	0	0	0	0	0	0	0	0	0
1810	18	10	45	1000	500	10	100	190	0	0	0	0	0	0	0	0	0	0
1811	18	11	50	1100	550	10	100	200	0	0	0	0	0	0	0	0	0	0
1812	18	12	55	1200	600	10	100	210	0	0	0	0	0	0	0	0	0	0
1813	18	13	60	1300	650	10	100	220	0	0	0	0	0	0	0	0	0	0
1814	18	14	65	1400	700	10	100	230	0	0	0	0	0	0	0	0	0	0
1815	18	15	70	1500	750	10	100	240	0	0	0	0	0	0	0	0	0	0
1816	18	16	75	1600	800	10	100	250	0	0	0	0	0	0	0	0	0	0
1817	18	17	80	1700	850	10	100	260	0	0	0	0	0	0	0	0	0	0
1818	18	18	85	1800	900	10	100	270	0	0	0	0	0	0	0	0	0	0
1819	18	19	90	1900	950	10	100	280	0	0	0	0	0	0	0	0	0	0
1820	18	20	95	2000	1000	10	100	290	0	0	0	0	0	0	0	0	0	0
1901	19	1	1	100	50	10	100	100	0	0	0	0	0	0	0	0	0	0
1902	19	2	5	200	100	10	100	110	0	0	0	0	0	0	0	0	0	0
1903	19	3	10	300	150	10	100	120	0	0	0	0	0	0	0	0	0	0
1904	19	4	15	400	200	10	100	130	0	0	0	0	0	0	0	0	0	0
1905	19	5	20	500	250	10	100	140	0	0	0	0	0	0	0	0	0	0
1906	19	6	25	600	300	10	100	150	0	0	0	0	0	0	0	0	0	0
1907	19	7	30	700	350	10	100	160	0	0	0	0	0	0	0	0	0	0
1908	19	8	35	800	400	10	100	170	0	0	0	0	0	0	0	0	0	0
1909	19	9	40	900	450	10	100	180	0	0	0	0	0	0	0	0	0	0
1910	19	10	45	1000	500	10	100	190	0	0	0	0	0	0	0	0	0	0
1911	19	11	50	1100	550	10	100	200	0	0	0	0	0	0	0	0	0	0
1912	19	12	55	1200	600	10	100	210	0	0	0	0	0	0	0	0	0	0
1913	19	13	60	1300	650	10	100	220	0	0	0	0	0	0	0	0	0	0
1914	19	14	65	1400	700	10	100	230	0	0	0	0	0	0	0	0	0	0
1915	19	15	70	1500	750	10	100	240	0	0	0	0	0	0	0	0	0	0
1916	19	16	75	1600	800	10	100	250	0	0	0	0	0	0	0	0	0	0
1917	19	17	80	1700	850	10	100	260	0	0	0	0	0	0	0	0	0	0
1918	19	18	85	1800	900	10	100	270	0	0	0	0	0	0	0	0	0	0
1919	19	19	90	1900	950	10	100	280	0	0	0	0	0	0	0	0	0	0
1920	19	20	95	2000	1000	10	100	290	0	0	0	0	0	0	0	0	0	0
2001	20	1	1	100	50	10	100	100	0	0	0	0	0	0	0	0	0	0
2002	20	2	5	200	100	10	100	110	0	0	0	0	0	0	0	0	0	0
2003	20	3	10	300	150	10	100	120	0	0	0	0	0	0	0	0	0	0
2004	20	4	15	400	200	10	100	130	0	0	0	0	0	0	0	0	0	0
2005	20	5	20	500	250	10	100	140	0	0	0	0	0	0	0	0	0	0
2006	20	6	25	600	300	10	100	150	0	0	0	0	0	0	0	0	0	0
2007	20	7	30	700	350	10	100	160	0	0	0	0	0	0	0	0	0	0
2008	20	8	35	800	400	10	100	170	0	0	0	0	0	0	0	0	0	0
2009	20	9	40	900	450	10	100	180	0	0	0	0	0	0	0	0	0	0
2010	20	10	45	1000	500	10	100	190	0	0	0	0	0	0	0	0	0	0
2011	20	11	50	1100	550	10	100	200	0	0	0	0	0	0	0	0	0	0
2012	20	12	55	1200	600	10	100	210	0	0	0	0	0	0	0	0	0	0
2013	20	13	60	1300	650	10	100	220	0	0	0	0	0	0	0	0	0	0
2014	20	14	65	1400	700	10	100	230	0	0	0	0	0	0	0	0	0	0
2015	20	15	70	1500	750	10	100	240	0	0	0	0	0	0	0	0	0	0
2016	20	16	75	1600	800	10	100	250	0	0	0	0	0	0	0	0	0	0
2017	20	17	80	1700	850	10	100	260	0	0	0	0	0	0	0	0	0	0
2018	20	18	85	1800	900	10	100	270	0	0	0	0	0	0	0	0	0	0
2019	20	19	90	1900	950	10	100	280	0	0	0	0	0	0	0	0	0	0
2020	20	20	95	2000	1000	10	100	290	0	0	0	0	0	0	0	0	0	0
2101	21	1	1	100	50	10	100	100	0	0	0	0	0	0	0	0	0	0
2102	21	2	5	200	100	10	100	110	0	0	0	0	0	0	0	0	0	0
2103	21	3	10	300	150	10	100	120	0	0	0	0	0	0	0	0	0	0
2104	21	4	15	400	200	10	100	130	0	0	0	0	0	0	0	0	0	0
2105	21	5	20	500	250	10	100	140	0	0	0	0	0	0	0	0	0	0
2106	21	6	25	600	300	10	100	150	0	0	0	0	0	0	0	0	0	0
2107	21	7	30	700	350	10	100	160	0	0	0	0	0	0	0	0	0	0
2108	21	8	35	800	400	10	100	170	0	0	0	0	0	0	0	0	0	0
2109	21	9	40	900	450	10	100	180	0	0	0	0	0	0	0	0	0	0
2110	21	10	45	1000	500	10	100	190	0	0	0	0	0	0	0	0	0	0
2111	21	11	50	1100	550	10	100	200	0	0	0	0	0	0	0	0	0	0
2112	21	12	55	1200	600	10	100	210	0	0	0	0	0	0	0	0	0	0
2113	21	13	60	1300	650	10	100	220	0	0	0	0	0	0	0	0	0	0
2114	21	14	65	1400	700	10	100	230	0	0	0	0	0	0	0	0	0	0
2115	21	15	70	1500	750	10	100	240	0	0	0	0	0	0	0	0	0	0
2116	21	16	75	1600	800	10	100	250	0	0	0	0	0	0	0	0	0	0
2117	21	17	80	1700	850	10	100	260	0	0	0	0	0	0	0	0	0	0
2118	21	18	85	1800	900	10	100	270	0	0	0	0	0	0	0	0	0	0
2119	21	19	90	1900	950	10	100	280	0	0	0	0	0	0	0	0	0	0
2120	21	20	95	2000	1000	10	100	290	0	0	0	0	0	0	0	0	0	0
2201	22	1	1	100	50	10	100	100	0	0	0	0	0	0	0	0	0	0
2202	22	2	5	200	100	10	100	110	0	0	0	0	0	0	0	0	0	0
2203	22	3	10	300	150	10	100	120	0	0	0	0	0	0	0	0	0	0
2204	22	4	15	400	200	10	100	130	0	0	0	0	0	0	0	0	0	0
2205	22	5	20	500	250	10	100	140	0	0	0	0	0	0	0	0	0	0
2206	22	6	25	600	300	10	100	150	0	0	0	0	0	0	0	0	0	0
2207	22	7	30	700	350	10	100	160	0	0	0	0	0	0	0	0	0	0
2208	22	8	35	800	400	10	100	170	0	0	0	0	0	0	0	0	0	0
2209	22	9	40	900	450	10	100	180	0	0	0	0	0	0	0	0	0	0
2210	22	10	45	1000	500	10	100	190	0	0	0	0	0	0	0	0	0	0
2211	22	11	50	1100	550	10	100	200	0	0	0	0	0	0	0	0	0	0
2212	22	12	55	1200	600	10	100	210	0	0	0	0	0	0	0	0	0	0
2213	22	13	60	1300	650	10	100	220	0	0	0	0	0	0	0	0	0	0
2214	22	14	65	1400	700	10	100	230	0	0	0	0	0	0	0	0	0	0
2215	22	15	70	1500	750	10	100	240	0	0	0	0	0	0	0	0	0	0
2216	22	16	75	1600	800	10	100	250	0	0	0	0	0	0	0	0	0	0
2217	22	17	80	1700	850	10	100	260	0	0	0	0	0	0	0	0	0	0
2218	22	18	85	1800	900	10	100	270	0	0	0	0	0	0	0	0	0	0
2219	22	19	90	1900	950	10	100	280	0	0	0	0	0	0	0	0	0	0
2220	22	20	95	2000	1000	10	100	290	0	0	0	0	0	0	0	0	0	0
2301	23	1	1	100	50	10	100	100	0	0	0	0	0	0	0	0	0	0
2302	23	2	5	200	100	10	100	110	0	0	0	0	0	0	0	0	0	0
2303	23	3	10	300	150	10	100	120	0	0	0	0	0	0	0	0	0	0
2304	23	4	15	400	200	10	100	130	0	0	0	0	0	0	0	0	0	0
2305	23	5	20	500	250	10	100	140	0	0	0	0	0	0	0	0	0	0
2306	23	6	25	600	300	10	100	150	0	0	0	0	0	0	0	0	0	0
2307	23	7	30	700	350	10	100	160	0	0	0	0	0	0	0	0	0	0
2308	23	8	35	800	400	10	100	170	0	0	0	0	0	0	0	0	0	0
2309	23	9	40	900	450	10	100	180	0	0	0	0	0	0	0	0	0	0
2310	23	10	45	1000	500	10	100	190	0	0	0	0	0	0	0	0	0	0
2311	23	11	50	1100	550	10	100	200	0	0	0	0	0	0	0	0	0	0
2312	23	12	55	1200	600	10	100	210	0	0	0	0	0	0	0	0	0	0
2313	23	13	60	1300	650	10	100	220	0	0	0	0	0	0	0	0	0	0
2314	23	14	65	1400	700	10	100	230	0	0	0	0	0	0	0	0	0	0
2315	23	15	70	1500	750	10	100	240	0	0	0	0	0	0	0	0	0	0
2316	23	16	75	1600	800	10	100	250	0	0	0	0	0	0	0	0	0	0
2317	23	17	80	1700	850	10	100	260	0	0	0	0	0	0	0	0	0	0
2318	23	18	85	1800	900	10	100	270	0	0	0	0	0	0	0	0	0	0
2319	23	19	90	1900	950	10	100	280	0	0	0	0	0	0	0	0	0	0
2320	23	20	95	2000	1000	10	100	290	0	0	0	0	0	0	0	0	0	0
2401	24	1	1	100	50	10	100	100	0	0	0	0	0	0	0	0	0	0
2402	24	2	5	200	100	10	100	110	0	0	0	0	0	0	0	0	0	0
2403	24	3	10	300	150	10	100	120	0	0	0	0	0	0	0	0	0	0
2404	24	4	15	400	200	10	100	130	0	0	0	0	0	0	0	0	0	0
2405	24	5	20	500	250	10	100	140	0	0	0	0	0	0	0	0	0	0
2406	24	6	25	600	300	10	100	150	0	0	0	0	0	0	0	0	0	0
2407	24	7	30	700	350	10	100	160	0	0	0	0	0	0	0	0	0	0
2408	24	8	35	800	400	10	100	170	0	0	0	0	0	0	0	0	0	0
2409	24	9	40	900	450	10	100	180	0	0	0	0	0	0	0	0	0	0
2410	24	10	45	1000	500	10	100	190	0	0	0	0	0	0	0	0	0	0
2411	24	11	50	1100	550	10	100	200	0	0	0	0	0	0	0	0	0	0
2412	24	12	55	1200	600	10	100	210	0	0	0	0	0	0	0	0	0	0
2413	24	13	60	1300	650	10	100	220	0	0	0	0	0	0	0	0	0	0
2414	24	14	65	1400	700	10	100	230	0	0	0	0	0	0	0	0	0	0
2415	24	15	70	1500	750	10	100	240	0	0	0	0	0	0	0	0	0	0
2416	24	16	75	1600	800	10	100	250	0	0	0	0	0	0	0	0	0	0
2417	24	17	80	1700	850	10	100	260	0	0	0	0	0	0	0	0	0	0
2418	24	18	85	1800	900	10	100	270	0	0	0	0	0	0	0	0	0	0
2419	24	19	90	1900	950	10	100	280	0	0	0	0	0	0	0	0	0	0
2420	24	20	95	2000	1000	10	100	290	0	0	0	0	0	0	0	0	0	0
2501	25	1	1	100	50	10	100	100	0	0	0	0	0	0	0	0	0	0
2502	25	2	5	200	100	10	100	110	0	0	0	0	0	0	0	0	0	0
2503	25	3	10	300	150	10	100	120	0	0	0	0	0	0	0	0	0	0
2504	25	4	15	400	200	10	100	130	0	0	0	0	0	0	0	0	0	0
2505	25	5	20	500	250	10	100	140	0	0	0	0	0	0	0	0	0	0
2506	25	6	25	600	300	10	100	150	0	0	0	0	0	0	0	0	0	0
2507	25	7	30	700	350	10	100	160	0	0	0	0	0	0	0	0	0	0
2508	25	8	35	800	400	10	100	170	0	0	0	0	0	0	0	0	0	0
2509	25	9	40	900	450	10	100	180	0	0	0	0	0	0	0	0	0	0
2510	25	10	45	1000	500	10	100	190	0	0	0	0	0	0	0	0	0	0
2511	25	11	50	1100	550	10	100	200	0	0	0	0	0	0	0	0	0	0
2512	25	12	55	1200	600	10	100	210	0	0	0	0	0	0	0	0	0	0
2513	25	13	60	1300	650	10	100	220	0	0	0	0	0	0	0	0	0	0
2514	25	14	65	1400	700	10	100	230	0	0	0	0	0	0	0	0	0	0
2515	25	15	70	1500	750	10	100	240	0	0	0	0	0	0	0	0	0	0
2516	25	16	75	1600	800	10	100	250	0	0	0	0	0	0	0	0	0	0
2517	25	17	80	1700	850	10	100	260	0	0	0	0	0	0	0	0	0	0
2518	25	18	85	1800	900	10	100	270	0	0	0	0	0	0	0	0	0	0
2519	25	19	90	1900	950	10	100	280	0	0	0	0	0	0	0	0	0	0
2520	25	20	95	2000	1000	10	100	290	0	0	0	0	0	0	0	0	0	0
2601	26	1	1	100	50	10	100	100	0	0	0	0	0	0	0	0	0	0
2602	26	2	5	200	100	10	100	110	0	0	0	0	0	0	0	0	0	0
2603	26	3	10	300	150	10	100	120	0	0	0	0	0	0	0	0	0	0
2604	26	4	15	400	200	10	100	130	0	0	0	0	0	0	0	0	0	0
2605	26	5	20	500	250	10	100	140	0	0	0	0	0	0	0	0	0	0
2606	26	6	25	600	300	10	100	150	0	0	0	0	0	0	0	0	0	0
2607	26	7	30	700	350	10	100	160	0	0	0	0	0	0	0	0	0	0
2608	26	8	35	800	400	10	100	170	0	0	0	0	0	0	0	0	0	0
2609	26	9	40	900	450	10	100	180	0	0	0	0	0	0	0	0	0	0
2610	26	10	45	1000	500	10	100	190	0	0	0	0	0	0	0	0	0	0
2611	26	11	50	1100	550	10	100	200	0	0	0	0	0	0	0	0	0	0
2612	26	12	55	1200	600	10	100	210	0	0	0	0	0	0	0	0	0	0
2613	26	13	60	1300	650	10	100	220	0	0	0	0	0	0	0	0	0	0
2614	26	14	65	1400	700	10	100	230	0	0	0	0	0	0	0	0	0	0
2615	26	15	70	1500	750	10	100	240	0	0	0	0	0	0	0	0	0	0
2616	26	16	75	1600	800	10	100	250	0	0	0	0	0	0	0	0	0	0
2617	26	17	80	1700	850	10	100	260	0	0	0	0	0	0	0	0	0	0
2618	26	18	85	1800	900	10	100	270	0	0	0	0	0	0	0	0	0	0
2619	26	19	90	1900	950	10	100	280	0	0	0	0	0	0	0	0	0	0
2620	26	20	95	2000	1000	10	100	290	0	0	0	0	0	0	0	0	0	0
2701	27	1	1	100	50	10	100	100	0	0	0	0	0	0	0	0	0	0
2702	27	2	5	200	100	10	100	110	0	0	0	0	0	0	0	0	0	0
2703	27	3	10	300	150	10	100	120	0	0	0	0	0	0	0	0	0	0
2704	27	4	15	400	200	10	100	130	0	0	0	0	0	0	0	0	0	0
2705	27	5	20	500	250	10	100	140	0	0	0	0	0	0	0	0	0	0
2706	27	6	25	600	300	10	100	150	0	0	0	0	0	0	0	0	0	0
2707	27	7	30	700	350	10	100	160	0	0	0	0	0	0	0	0	0	0
2708	27	8	35	800	400	10	100	170	0	0	0	0	0	0	0	0	0	0
2709	27	9	40	900	450	10	100	180	0	0	0	0	0	0	0	0	0	0
2710	27	10	45	1000	500	10	100	190	0	0	0	0	0	0	0	0	0	0
2711	27	11	50	1100	550	10	100	200	0	0	0	0	0	0	0	0	0	0
2712	27	12	55	1200	600	10	100	210	0	0	0	0	0	0	0	0	0	0
2713	27	13	60	1300	650	10	100	220	0	0	0	0	0	0	0	0	0	0
2714	27	14	65	1400	700	10	100	230	0	0	0	0	0	0	0	0	0	0
2715	27	15	70	1500	750	10	100	240	0	0	0	0	0	0	0	0	0	0
2716	27	16	75	1600	800	10	100	250	0	0	0	0	0	0	0	0	0	0
2717	27	17	80	1700	850	10	100	260	0	0	0	0	0	0	0	0	0	0
2718	27	18	85	1800	900	10	100	270	0	0	0	0	0	0	0	0	0	0
2719	27	19	90	1900	950	10	100	280	0	0	0	0	0	0	0	0	0	0
2720	27	20	95	2000	1000	10	100	290	0	0	0	0	0	0	0	0	0	0
2801	28	1	1	100	50	10	100	100	0	0	0	0	0	0	0	0	0	0
2802	28	2	5	200	100	10	100	110	0	0	0	0	0	0	0	0	0	0
2803	28	3	10	300	150	10	100	120	0	0	0	0	0	0	0	0	0	0
2804	28	4	15	400	200	10	100	130	0	0	0	0	0	0	0	0	0	0
2805	28	5	20	500	250	10	100	140	0	0	0	0	0	0	0	0	0	0
2806	28	6	25	600	300	10	100	150	0	0	0	0	0	0	0	0	0	0
2807	28	7	30	700	350	10	100	160	0	0	0	0	0	0	0	0	0	0
2808	28	8	35	800	400	10	100	170	0	0	0	0	0	0	0	0	0	0
2809	28	9	40	900	450	10	100	180	0	0	0	0	0	0	0	0	0	0
2810	28	10	45	1000	500	10	100	190	0	0	0	0	0	0	0	0	0	0
2811	28	11	50	1100	550	10	100	200	0	0	0	0	0	0	0	0	0	0
2812	28	12	55	1200	600	10	100	210	0	0	0	0	0	0	0	0	0	0
2813	28	13	60	1300	650	10	100	220	0	0	0	0	0	0	0	0	0	0
2814	28	14	65	1400	700	10	100	230	0	0	0	0	0	0	0	0	0	0
2815	28	15	70	1500	750	10	100	240	0	0	0	0	0	0	0	0	0	0
2816	28	16	75	1600	800	10	100	250	0	0	0	0	0	0	0	0	0	0
2817	28	17	80	1700	850	10	100	260	0	0	0	0	0	0	0	0	0	0
2818	28	18	85	1800	900	10	100	270	0	0	0	0	0	0	0	0	0	0
2819	28	19	90	1900	950	10	100	280	0	0	0	0	0	0	0	0	0	0
2820	28	20	95	2000	1000	10	100	290	0	0	0	0	0	0	0	0	0	0
2901	29	1	1	100	50	10	100	100	0	0	0	0	0	0	0	0	0	0
2902	29	2	5	200	100	10	100	110	0	0	0	0	0	0	0	0	0	0
2903	29	3	10	300	150	10	100	120	0	0	0	0	0	0	0	0	0	0
2904	29	4	15	400	200	10	100	130	0	0	0	0	0	0	0	0	0	0
2905	29	5	20	500	250	10	100	140	0	0	0	0	0	0	0	0	0	0
2906	29	6	25	600	300	10	100	150	0	0	0	0	0	0	0	0	0	0
2907	29	7	30	700	350	10	100	160	0	0	0	0	0	0	0	0	0	0
2908	29	8	35	800	400	10	100	170	0	0	0	0	0	0	0	0	0	0
2909	29	9	40	900	450	10	100	180	0	0	0	0	0	0	0	0	0	0
2910	29	10	45	1000	500	10	100	190	0	0	0	0	0	0	0	0	0	0
2911	29	11	50	1100	550	10	100	200	0	0	0	0	0	0	0	0	0	0
2912	29	12	55	1200	600	10	100	210	0	0	0	0	0	0	0	0	0	0
2913	29	13	60	1300	650	10	100	220	0	0	0	0	0	0	0	0	0	0
2914	29	14	65	1400	700	10	100	230	0	0	0	0	0	0	0	0	0	0
2915	29	15	70	1500	750	10	100	240	0	0	0	0	0	0	0	0	0	0
2916	29	16	75	1600	800	10	100	250	0	0	0	0	0	0	0	0	0	0
2917	29	17	80	1700	850	10	100	260	0	0	0	0	0	0	0	0	0	0
2918	29	18	85	1800	900	10	100	270	0	0	0	0	0	0	0	0	0	0
2919	29	19	90	1900	950	10	100	280	0	0	0	0	0	0	0	0	0	0
2920	29	20	95	2000	1000	10	100	290	0	0	0	0	0	0	0	0	0	0
3001	30	1	1	100	50	10	100	100	0	0	0	0	0	0	0	0	0	0
3002	30	2	5	200	100	10	100	110	0	0	0	0	0	0	0	0	0	0
3003	30	3	10	300	150	10	100	120	0	0	0	0	0	0	0	0	0	0
3004	30	4	15	400	200	10	100	130	0	0	0	0	0	0	0	0	0	0
3005	30	5	20	500	250	10	100	140	0	0	0	0	0	0	0	0	0	0
3006	30	6	25	600	300	10	100	150	0	0	0	0	0	0	0	0	0	0
3007	30	7	30	700	350	10	100	160	0	0	0	0	0	0	0	0	0	0
3008	30	8	35	800	400	10	100	170	0	0	0	0	0	0	0	0	0	0
3009	30	9	40	900	450	10	100	180	0	0	0	0	0	0	0	0	0	0
3010	30	10	45	1000	500	10	100	190	0	0	0	0	0	0	0	0	0	0
3011	30	11	50	1100	550	10	100	200	0	0	0	0	0	0	0	0	0	0
3012	30	12	55	1200	600	10	100	210	0	0	0	0	0	0	0	0	0	0
3013	30	13	60	1300	650	10	100	220	0	0	0	0	0	0	0	0	0	0
3014	30	14	65	1400	700	10	100	230	0	0	0	0	0	0	0	0	0	0
3015	30	15	70	1500	750	10	100	240	0	0	0	0	0	0	0	0	0	0
3016	30	16	75	1600	800	10	100	250	0	0	0	0	0	0	0	0	0	0
3017	30	17	80	1700	850	10	100	260	0	0	0	0	0	0	0	0	0	0
3018	30	18	85	1800	900	10	100	270	0	0	0	0	0	0	0	0	0	0
3019	30	19	90	1900	950	10	100	280	0	0	0	0	0	0	0	0	0	0
3020	30	20	95	2000	1000	10	100	290	0	0	0	0	0	0	0	0	0	0
3101	31	1	1	100	50	10	100	100	0	0	0	0	0	0	0	0	0	0
3102	31	2	5	200	100	10	100	110	0	0	0	0	0	0	0	0	0	0
3103	31	3	10	300	150	10	100	120	0	0	0	0	0	0	0	0	0	0
3104	31	4	15	400	200	10	100	130	0	0	0	0	0	0	0	0	0	0
3105	31	5	20	500	250	10	100	140	0	0	0	0	0	0	0	0	0	0
3106	31	6	25	600	300	10	100	150	0	0	0	0	0	0	0	0	0	0
3107	31	7	30	700	350	10	100	160	0	0	0	0	0	0	0	0	0	0
3108	31	8	35	800	400	10	100	170	0	0	0	0	0	0	0	0	0	0
3109	31	9	40	900	450	10	100	180	0	0	0	0	0	0	0	0	0	0
3110	31	10	45	1000	500	10	100	190	0	0	0	0	0	0	0	0	0	0
3111	31	11	50	1100	550	10	100	200	0	0	0	0	0	0	0	0	0	0
3112	31	12	55	1200	600	10	100	210	0	0	0	0	0	0	0	0	0	0
3113	31	13	60	1300	650	10	100	220	0	0	0	0	0	0	0	0	0	0
3114	31	14	65	1400	700	10	100	230	0	0	0	0	0	0	0	0	0	0
3115	31	15	70	1500	750	10	100	240	0	0	0	0	0	0	0	0	0	0
3116	31	16	75	1600	800	10	100	250	0	0	0	0	0	0	0	0	0	0
3117	31	17	80	1700	850	10	100	260	0	0	0	0	0	0	0	0	0	0
3118	31	18	85	1800	900	10	100	270	0	0	0	0	0	0	0	0	0	0
3119	31	19	90	1900	950	10	100	280	0	0	0	0	0	0	0	0	0	0
3120	31	20	95	2000	1000	10	100	290	0	0	0	0	0	0	0	0	0	0
3201	32	1	1	100	50	10	100	100	0	0	0	0	0	0	0	0	0	0
3202	32	2	5	200	100	10	100	110	0	0	0	0	0	0	0	0	0	0
3203	32	3	10	300	150	10	100	120	0	0	0	0	0	0	0	0	0	0
3204	32	4	15	400	200	10	100	130	0	0	0	0	0	0	0	0	0	0
3205	32	5	20	500	250	10	100	140	0	0	0	0	0	0	0	0	0	0
3206	32	6	25	600	300	10	100	150	0	0	0	0	0	0	0	0	0	0
3207	32	7	30	700	350	10	100	160	0	0	0	0	0	0	0	0	0	0
3208	32	8	35	800	400	10	100	170	0	0	0	0	0	0	0	0	0	0
3209	32	9	40	900	450	10	100	180	0	0	0	0	0	0	0	0	0	0
3210	32	10	45	1000	500	10	100	190	0	0	0	0	0	0	0	0	0	0
3211	32	11	50	1100	550	10	100	200	0	0	0	0	0	0	0	0	0	0
3212	32	12	55	1200	600	10	100	210	0	0	0	0	0	0	0	0	0	0
3213	32	13	60	1300	650	10	100	220	0	0	0	0	0	0	0	0	0	0
3214	32	14	65	1400	700	10	100	230	0	0	0	0	0	0	0	0	0	0
3215	32	15	70	1500	750	10	100	240	0	0	0	0	0	0	0	0	0	0
3216	32	16	75	1600	800	10	100	250	0	0	0	0	0	0	0	0	0	0
3217	32	17	80	1700	850	10	100	260	0	0	0	0	0	0	0	0	0	0
3218	32	18	85	1800	900	10	100	270	0	0	0	0	0	0	0	0	0	0
3219	32	19	90	1900	950	10	100	280	0	0	0	0	0	0	0	0	0	0
3220	32	20	95	2000	1000	10	100	290	0	0	0	0	0	0	0	0	0	0
3301	33	1	1	100	50	10	100	100	0	0	0	0	0	0	0	0	0	0
3302	33	2	5	200	100	10	100	110	0	0	0	0	0	0	0	0	0	0
3303	33	3	10	300	150	10	100	120	0	0	0	0	0	0	0	0	0	0
3304	33	4	15	400	200	10	100	130	0	0	0	0	0	0	0	0	0	0
3305	33	5	20	500	250	10	100	140	0	0	0	0	0	0	0	0	0	0
3306	33	6	25	600	300	10	100	150	0	0	0	0	0	0	0	0	0	0
3307	33	7	30	700	350	10	100	160	0	0	0	0	0	0	0	0	0	0
3308	33	8	35	800	400	10	100	170	0	0	0	0	0	0	0	0	0	0
3309	33	9	40	900	450	10	100	180	0	0	0	0	0	0	0	0	0	0
3310	33	10	45	1000	500	10	100	190	0	0	0	0	0	0	0	0	0	0
3311	33	11	50	1100	550	10	100	200	0	0	0	0	0	0	0	0	0	0
3312	33	12	55	1200	600	10	100	210	0	0	0	0	0	0	0	0	0	0
3313	33	13	60	1300	650	10	100	220	0	0	0	0	0	0	0	0	0	0
3314	33	14	65	1400	700	10	100	230	0	0	0	0	0	0	0	0	0	0
3315	33	15	70	1500	750	10	100	240	0	0	0	0	0	0	0	0	0	0
3316	33	16	75	1600	800	10	100	250	0	0	0	0	0	0	0	0	0	0
3317	33	17	80	1700	850	10	100	260	0	0	0	0	0	0	0	0	0	0
3318	33	18	85	1800	900	10	100	270	0	0	0	0	0	0	0	0	0	0
3319	33	19	90	1900	950	10	100	280	0	0	0	0	0	0	0	0	0	0
3320	33	20	95	2000	1000	10	100	290	0	0	0	0	0	0	0	0	0	0
3401	34	1	1	100	50	10	100	100	0	0	0	0	0	0	0	0	0	0
3402	34	2	5	200	100	10	100	110	0	0	0	0	0	0	0	0	0	0
3403	34	3	10	300	150	10	100	120	0	0	0	0	0	0	0	0	0	0
3404	34	4	15	400	200	10	100	130	0	0	0	0	0	0	0	0	0	0
3405	34	5	20	500	250	10	100	140	0	0	0	0	0	0	0	0	0	0
3406	34	6	25	600	300	10	100	150	0	0	0	0	0	0	0	0	0	0
3407	34	7	30	700	350	10	100	160	0	0	0	0	0	0	0	0	0	0
3408	34	8	35	800	400	10	100	170	0	0	0	0	0	0	0	0	0	0
3409	34	9	40	900	450	10	100	180	0	0	0	0	0	0	0	0	0	0
3410	34	10	45	1000	500	10	100	190	0	0	0	0	0	0	0	0	0	0
3411	34	11	50	1100	550	10	100	200	0	0	0	0	0	0	0	0	0	0
3412	34	12	55	1200	600	10	100	210	0	0	0	0	0	0	0	0	0	0
3413	34	13	60	1300	650	10	100	220	0	0	0	0	0	0	0	0	0	0
3414	34	14	65	1400	700	10	100	230	0	0	0	0	0	0	0	0	0	0
3415	34	15	70	1500	750	10	100	240	0	0	0	0	0	0	0	0	0	0
3416	34	16	75	1600	800	10	100	250	0	0	0	0	0	0	0	0	0	0
3417	34	17	80	1700	850	10	100	260	0	0	0	0	0	0	0	0	0	0
3418	34	18	85	1800	900	10	100	270	0	0	0	0	0	0	0	0	0	0
3419	34	19	90	1900	950	10	100	280	0	0	0	0	0	0	0	0	0	0
3420	34	20	95	2000	1000	10	100	290	0	0	0	0	0	0	0	0	0	0
3501	35	1	1	100	50	10	100	100	0	0	0	0	0	0	0	0	0	0
3502	35	2	5	200	100	10	100	110	0	0	0	0	0	0	0	0	0	0
3503	35	3	10	300	150	10	100	120	0	0	0	0	0	0	0	0	0	0
3504	35	4	15	400	200	10	100	130	0	0	0	0	0	0	0	0	0	0
3505	35	5	20	500	250	10	100	140	0	0	0	0	0	0	0	0	0	0
3506	35	6	25	600	300	10	100	150	0	0	0	0	0	0	0	0	0	0
3507	35	7	30	700	350	10	100	160	0	0	0	0	0	0	0	0	0	0
3508	35	8	35	800	400	10	100	170	0	0	0	0	0	0	0	0	0	0
3509	35	9	40	900	450	10	100	180	0	0	0	0	0	0	0	0	0	0
3510	35	10	45	1000	500	10	100	190	0	0	0	0	0	0	0	0	0	0
